customer_id,product_id,product_title,review_headline,review_body,star_rating,helpful_votes,total_votes,verified_purchase,review_date
CUST00179,PROD7,USB Cable,"Works well, very satisfied.",Perfect! Will buy again. Exactly what I needed!,3,25,35,Y,2023-08-17
CUST00124,PROD5,Wireless Earbuds,Broke after one week.,"Broke after one week. Decent, but could be better.",5,23,8,N,2022-05-04
CUST00097,PROD2,Power Bank,Broke after one week.,"Amazing product! Highly recommend! Waste of money, poor quality.",5,26,41,N,2022-09-26
CUST00134,PROD8,Keyboard,"Not as described, disappointed.","Works well, very satisfied. Perfect! Will buy again.",5,5,16,N,2023-02-27
CUST00044,PROD6,Mouse,Good value for money.,Perfect! Will buy again. Perfect! Will buy again.,2,23,73,N,2023-02-07
CUST00010,PROD9,Keyboard,Broke after one week.,"Decent, but could be better. Amazing product! Highly recommend!",2,12,86,N,2022-11-30
CUST00049,PROD5,Phone Case,"Great quality, fast shipping.","Good value for money. Waste of money, poor quality.",4,17,22,Y,2023-10-10
CUST00105,PROD5,Power Bank,"Waste of money, poor quality.",Broke after one week. Good value for money.,4,35,76,N,2023-02-09
CUST00111,PROD4,USB Cable,Perfect! Will buy again.,Broke after one week. Good value for money.,3,3,20,N,2023-12-17
CUST00129,PROD5,Screen Protector,Perfect! Will buy again.,"Not as described, disappointed. Good value for money.",5,27,13,N,2023-08-02
CUST00034,PROD10,Power Bank,"Works well, very satisfied.",Exactly what I needed! Good value for money.,3,23,96,N,2022-02-20
CUST00177,PROD3,Monitor Arm,"Decent, but could be better.","Not as described, disappointed. Amazing product! Highly recommend!",5,41,22,N,2022-12-05
CUST00058,PROD3,Phone Case,"Great quality, fast shipping.",Perfect! Will buy again. Exactly what I needed!,2,34,3,Y,2023-04-05
CUST00046,PROD1,Laptop Stand,"Not as described, disappointed.","Decent, but could be better. Perfect! Will buy again.",3,45,87,N,2023-11-11
CUST00047,PROD3,Wireless Earbuds,"Waste of money, poor quality.","Amazing product! Highly recommend! Decent, but could be better.",4,29,16,N,2023-01-29
CUST00042,PROD2,Screen Protector,"Works well, very satisfied.","Perfect! Will buy again. Not as described, disappointed.",4,42,91,N,2022-02-22
CUST00155,PROD2,Power Bank,Perfect! Will buy again.,Exactly what I needed! Perfect! Will buy again.,5,16,68,N,2023-05-26
CUST00099,PROD8,Keyboard,Exactly what I needed!,Amazing product! Highly recommend! Broke after one week.,4,11,67,Y,2023-04-04
CUST00006,PROD9,Webcam,Exactly what I needed!,"Amazing product! Highly recommend! Decent, but could be better.",3,30,8,N,2022-05-22
CUST00039,PROD5,Webcam,"Not as described, disappointed.","Broke after one week. Great quality, fast shipping.",1,29,69,N,2023-02-08
CUST00179,PROD1,USB Cable,"Great quality, fast shipping.","Works well, very satisfied. Perfect! Will buy again.",3,15,95,N,2022-07-18
CUST00122,PROD6,Mouse,"Great quality, fast shipping.","Decent, but could be better. Great quality, fast shipping.",4,2,76,N,2022-01-27
CUST00135,PROD3,Mouse,"Decent, but could be better.","Great quality, fast shipping. Decent, but could be better.",3,31,76,N,2022-03-17
CUST00096,PROD6,Keyboard,Exactly what I needed!,"Great quality, fast shipping. Waste of money, poor quality.",2,43,3,Y,2023-11-28
CUST00098,PROD4,Phone Case,"Decent, but could be better.","Exactly what I needed! Not as described, disappointed.",5,16,98,N,2023-06-11
CUST00079,PROD1,Mouse,"Waste of money, poor quality.","Not as described, disappointed. Perfect! Will buy again.",3,26,19,N,2023-02-20
CUST00102,PROD10,Phone Case,"Waste of money, poor quality.","Exactly what I needed! Waste of money, poor quality.",3,6,58,N,2023-03-08
CUST00137,PROD5,Power Bank,"Works well, very satisfied.",Perfect! Will buy again. Broke after one week.,4,49,38,N,2022-06-15
CUST00003,PROD5,Screen Protector,Amazing product! Highly recommend!,"Perfect! Will buy again. Waste of money, poor quality.",1,44,11,N,2023-12-12
CUST00079,PROD8,USB Cable,Good value for money.,Broke after one week. Exactly what I needed!,4,20,12,Y,2022-12-29
CUST00149,PROD6,Monitor Arm,"Great quality, fast shipping.","Works well, very satisfied. Exactly what I needed!",5,29,12,N,2022-07-23
CUST00198,PROD5,Power Bank,Amazing product! Highly recommend!,Exactly what I needed! Amazing product! Highly recommend!,1,36,35,Y,2023-02-18
CUST00138,PROD5,Phone Case,"Not as described, disappointed.","Not as described, disappointed. Good value for money.",5,1,23,N,2022-06-14
CUST00148,PROD7,Webcam,Good value for money.,"Waste of money, poor quality. Great quality, fast shipping.",5,41,29,N,2023-10-20
CUST00075,PROD7,Mouse,"Great quality, fast shipping.","Decent, but could be better. Waste of money, poor quality.",4,12,52,Y,2022-05-15
CUST00191,PROD4,Monitor Arm,Amazing product! Highly recommend!,"Great quality, fast shipping. Good value for money.",3,17,50,Y,2022-07-01
CUST00054,PROD3,Mouse,"Great quality, fast shipping.","Works well, very satisfied. Works well, very satisfied.",3,33,35,Y,2022-04-22
CUST00062,PROD1,Wireless Earbuds,Exactly what I needed!,"Great quality, fast shipping. Works well, very satisfied.",3,39,92,N,2023-11-08
CUST00115,PROD9,Webcam,Good value for money.,"Not as described, disappointed. Great quality, fast shipping.",5,16,39,Y,2023-06-09
CUST00179,PROD4,Monitor Arm,Broke after one week.,"Great quality, fast shipping. Great quality, fast shipping.",5,45,53,Y,2023-01-05
CUST00046,PROD8,Mouse,"Works well, very satisfied.","Decent, but could be better. Great quality, fast shipping.",4,7,4,N,2023-12-26
CUST00037,PROD1,USB Cable,"Not as described, disappointed.","Amazing product! Highly recommend! Waste of money, poor quality.",5,14,40,Y,2023-06-12
CUST00143,PROD10,Mouse,Amazing product! Highly recommend!,"Decent, but could be better. Good value for money.",3,21,89,N,2022-10-09
CUST00107,PROD10,Monitor Arm,Perfect! Will buy again.,Broke after one week. Perfect! Will buy again.,4,43,6,Y,2022-10-01
CUST00035,PROD8,Mouse,Perfect! Will buy again.,Amazing product! Highly recommend! Perfect! Will buy again.,5,41,31,Y,2022-09-15
CUST00059,PROD7,USB Cable,"Works well, very satisfied.","Decent, but could be better. Waste of money, poor quality.",5,31,27,Y,2022-03-19
CUST00127,PROD10,Laptop Stand,Good value for money.,"Waste of money, poor quality. Great quality, fast shipping.",5,12,74,Y,2023-11-02
CUST00122,PROD6,Phone Case,"Decent, but could be better.",Amazing product! Highly recommend! Broke after one week.,3,45,56,N,2022-08-25
CUST00129,PROD5,Phone Case,"Great quality, fast shipping.",Amazing product! Highly recommend! Perfect! Will buy again.,3,46,97,Y,2022-12-26
CUST00015,PROD3,Monitor Arm,"Waste of money, poor quality.","Decent, but could be better. Great quality, fast shipping.",2,16,48,Y,2023-10-13
CUST00189,PROD4,Screen Protector,"Decent, but could be better.","Works well, very satisfied. Works well, very satisfied.",5,33,39,N,2022-06-18
CUST00080,PROD10,Monitor Arm,"Decent, but could be better.",Exactly what I needed! Perfect! Will buy again.,5,35,16,N,2022-12-20
CUST00146,PROD7,Laptop Stand,Good value for money.,"Broke after one week. Decent, but could be better.",5,21,23,N,2022-05-27
CUST00112,PROD4,USB Cable,Broke after one week.,"Great quality, fast shipping. Works well, very satisfied.",2,39,4,Y,2022-01-15
CUST00018,PROD1,Screen Protector,Perfect! Will buy again.,"Decent, but could be better. Waste of money, poor quality.",5,46,93,Y,2022-03-07
CUST00063,PROD10,Phone Case,"Works well, very satisfied.","Waste of money, poor quality. Great quality, fast shipping.",2,29,7,Y,2023-08-22
CUST00076,PROD8,Webcam,"Waste of money, poor quality.","Works well, very satisfied. Broke after one week.",1,17,81,N,2022-09-09
CUST00153,PROD2,Laptop Stand,"Waste of money, poor quality.","Good value for money. Waste of money, poor quality.",5,3,81,N,2023-04-21
CUST00092,PROD9,Keyboard,"Decent, but could be better.",Perfect! Will buy again. Amazing product! Highly recommend!,3,48,78,N,2022-02-13
CUST00020,PROD4,USB Cable,Perfect! Will buy again.,"Decent, but could be better. Exactly what I needed!",5,26,1,N,2022-05-22
CUST00092,PROD1,Screen Protector,"Not as described, disappointed.","Waste of money, poor quality. Good value for money.",4,47,68,N,2022-10-03
CUST00074,PROD5,Power Bank,Perfect! Will buy again.,Good value for money. Good value for money.,3,3,31,N,2022-09-29
CUST00178,PROD4,USB Cable,Exactly what I needed!,Perfect! Will buy again. Good value for money.,1,41,5,Y,2022-09-06
CUST00118,PROD7,USB Cable,Exactly what I needed!,"Amazing product! Highly recommend! Not as described, disappointed.",4,31,83,Y,2023-12-12
CUST00117,PROD4,Mouse,"Great quality, fast shipping.","Works well, very satisfied. Great quality, fast shipping.",4,35,69,N,2023-07-16
CUST00058,PROD5,Mouse,Good value for money.,"Perfect! Will buy again. Works well, very satisfied.",5,5,22,Y,2023-10-23
CUST00047,PROD8,Keyboard,"Waste of money, poor quality.","Not as described, disappointed. Great quality, fast shipping.",2,28,22,Y,2022-07-22
CUST00003,PROD7,Screen Protector,"Great quality, fast shipping.","Good value for money. Not as described, disappointed.",2,21,87,Y,2022-11-18
CUST00049,PROD10,Keyboard,Exactly what I needed!,"Good value for money. Decent, but could be better.",4,3,18,Y,2023-11-27
CUST00032,PROD1,Phone Case,Broke after one week.,"Perfect! Will buy again. Waste of money, poor quality.",4,14,74,Y,2023-01-01
CUST00146,PROD10,Laptop Stand,"Not as described, disappointed.","Exactly what I needed! Great quality, fast shipping.",5,46,58,N,2022-10-10
CUST00107,PROD2,Wireless Earbuds,"Not as described, disappointed.","Broke after one week. Not as described, disappointed.",5,18,59,N,2022-05-20
CUST00028,PROD10,Monitor Arm,"Works well, very satisfied.",Broke after one week. Amazing product! Highly recommend!,4,44,96,N,2023-02-06
CUST00012,PROD3,Laptop Stand,"Works well, very satisfied.","Waste of money, poor quality. Not as described, disappointed.",4,44,77,N,2023-08-24
CUST00029,PROD10,Laptop Stand,Broke after one week.,"Decent, but could be better. Works well, very satisfied.",3,21,52,Y,2022-04-04
CUST00094,PROD3,Wireless Earbuds,"Decent, but could be better.","Amazing product! Highly recommend! Great quality, fast shipping.",4,1,64,Y,2022-09-23
CUST00192,PROD10,Wireless Earbuds,"Not as described, disappointed.","Works well, very satisfied. Works well, very satisfied.",4,22,41,N,2022-04-21
CUST00136,PROD3,Monitor Arm,"Works well, very satisfied.",Exactly what I needed! Amazing product! Highly recommend!,2,14,74,Y,2023-10-16
CUST00034,PROD6,Screen Protector,"Decent, but could be better.","Great quality, fast shipping. Not as described, disappointed.",4,46,31,Y,2022-01-03
CUST00161,PROD1,USB Cable,"Works well, very satisfied.","Waste of money, poor quality. Broke after one week.",3,19,30,Y,2023-06-10
CUST00029,PROD4,Keyboard,"Not as described, disappointed.","Waste of money, poor quality. Amazing product! Highly recommend!",2,39,98,N,2023-07-15
CUST00143,PROD9,Screen Protector,"Works well, very satisfied.","Great quality, fast shipping. Broke after one week.",3,25,85,N,2022-06-25
CUST00170,PROD6,USB Cable,Broke after one week.,"Exactly what I needed! Waste of money, poor quality.",4,43,61,N,2022-10-14
CUST00198,PROD5,Power Bank,Broke after one week.,Exactly what I needed! Amazing product! Highly recommend!,3,18,92,N,2023-03-13
CUST00108,PROD3,Mouse,"Waste of money, poor quality.","Exactly what I needed! Works well, very satisfied.",4,5,60,N,2023-02-04
CUST00044,PROD10,Mouse,"Waste of money, poor quality.","Decent, but could be better. Works well, very satisfied.",4,28,76,Y,2023-03-17
CUST00092,PROD8,Laptop Stand,"Great quality, fast shipping.",Perfect! Will buy again. Perfect! Will buy again.,5,45,21,N,2023-01-25
CUST00011,PROD7,Monitor Arm,Amazing product! Highly recommend!,"Exactly what I needed! Waste of money, poor quality.",4,24,32,N,2023-11-06
CUST00067,PROD2,USB Cable,Amazing product! Highly recommend!,"Good value for money. Great quality, fast shipping.",5,34,68,Y,2023-07-25
CUST00118,PROD5,Power Bank,"Waste of money, poor quality.","Not as described, disappointed. Perfect! Will buy again.",5,9,74,Y,2022-05-14
CUST00187,PROD2,Laptop Stand,Exactly what I needed!,"Great quality, fast shipping. Great quality, fast shipping.",2,25,69,N,2022-11-22
CUST00160,PROD10,Screen Protector,Good value for money.,"Great quality, fast shipping. Not as described, disappointed.",4,49,52,N,2023-08-26
CUST00125,PROD10,USB Cable,"Decent, but could be better.","Not as described, disappointed. Broke after one week.",4,34,60,N,2023-09-30
CUST00041,PROD1,Webcam,"Great quality, fast shipping.","Not as described, disappointed. Good value for money.",5,5,62,N,2023-10-22
CUST00035,PROD4,Keyboard,"Decent, but could be better.","Decent, but could be better. Not as described, disappointed.",4,12,43,Y,2023-09-30
CUST00016,PROD10,Screen Protector,"Decent, but could be better.","Amazing product! Highly recommend! Decent, but could be better.",5,4,7,N,2023-09-13
CUST00124,PROD1,Keyboard,Perfect! Will buy again.,"Amazing product! Highly recommend! Great quality, fast shipping.",5,41,6,N,2022-10-17
CUST00060,PROD7,USB Cable,Amazing product! Highly recommend!,Exactly what I needed! Good value for money.,4,50,94,N,2022-01-19
CUST00018,PROD1,Monitor Arm,"Works well, very satisfied.","Great quality, fast shipping. Waste of money, poor quality.",4,29,56,N,2023-02-26
CUST00004,PROD5,Screen Protector,"Waste of money, poor quality.","Broke after one week. Decent, but could be better.",5,8,27,Y,2022-10-17
CUST00010,PROD3,Screen Protector,"Decent, but could be better.",Broke after one week. Good value for money.,4,47,41,N,2023-09-16
CUST00003,PROD1,Laptop Stand,"Works well, very satisfied.",Exactly what I needed! Good value for money.,5,31,85,N,2023-09-01
CUST00035,PROD9,Mouse,Good value for money.,"Great quality, fast shipping. Works well, very satisfied.",4,50,68,N,2023-01-20
CUST00030,PROD4,Mouse,"Decent, but could be better.",Amazing product! Highly recommend! Broke after one week.,4,3,63,N,2023-05-13
CUST00146,PROD8,Laptop Stand,"Works well, very satisfied.",Good value for money. Good value for money.,4,26,29,Y,2023-06-24
CUST00043,PROD10,Webcam,Amazing product! Highly recommend!,Amazing product! Highly recommend! Broke after one week.,4,33,64,Y,2022-10-13
CUST00154,PROD9,Laptop Stand,Good value for money.,Good value for money. Broke after one week.,3,22,48,Y,2023-09-29
CUST00156,PROD1,Laptop Stand,Exactly what I needed!,"Great quality, fast shipping. Good value for money.",3,30,100,N,2023-01-28
CUST00138,PROD3,USB Cable,Broke after one week.,"Works well, very satisfied. Great quality, fast shipping.",2,7,2,N,2022-01-24
CUST00156,PROD3,Laptop Stand,Amazing product! Highly recommend!,Amazing product! Highly recommend! Perfect! Will buy again.,2,11,57,Y,2022-02-22
CUST00148,PROD8,Laptop Stand,Good value for money.,Amazing product! Highly recommend! Perfect! Will buy again.,3,5,40,Y,2023-05-29
CUST00071,PROD4,Screen Protector,Exactly what I needed!,"Works well, very satisfied. Perfect! Will buy again.",4,34,50,Y,2023-08-09
CUST00081,PROD7,Webcam,Perfect! Will buy again.,"Broke after one week. Decent, but could be better.",5,5,43,N,2022-04-16
CUST00091,PROD6,Mouse,"Waste of money, poor quality.","Decent, but could be better. Great quality, fast shipping.",4,31,34,Y,2022-11-12
CUST00146,PROD6,Wireless Earbuds,"Decent, but could be better.",Broke after one week. Broke after one week.,4,47,55,Y,2023-08-03
CUST00090,PROD10,Keyboard,"Waste of money, poor quality.",Amazing product! Highly recommend! Broke after one week.,3,41,53,Y,2023-05-31
CUST00191,PROD6,Power Bank,"Not as described, disappointed.","Great quality, fast shipping. Waste of money, poor quality.",2,18,38,Y,2022-09-06
CUST00012,PROD7,Screen Protector,"Works well, very satisfied.","Not as described, disappointed. Great quality, fast shipping.",5,10,82,N,2023-11-08
CUST00111,PROD4,Phone Case,"Great quality, fast shipping.","Not as described, disappointed. Works well, very satisfied.",2,47,39,N,2023-01-04
CUST00012,PROD5,USB Cable,Amazing product! Highly recommend!,"Perfect! Will buy again. Works well, very satisfied.",5,17,25,N,2022-09-05
CUST00086,PROD5,Power Bank,"Decent, but could be better.","Broke after one week. Works well, very satisfied.",5,31,7,Y,2023-03-18
CUST00044,PROD4,Keyboard,"Works well, very satisfied.","Perfect! Will buy again. Great quality, fast shipping.",3,31,24,Y,2023-07-14
CUST00196,PROD4,Mouse,"Works well, very satisfied.",Amazing product! Highly recommend! Broke after one week.,5,24,81,Y,2022-12-27
CUST00147,PROD6,Phone Case,"Decent, but could be better.","Waste of money, poor quality. Decent, but could be better.",5,36,84,N,2022-05-13
CUST00186,PROD7,Phone Case,Good value for money.,"Great quality, fast shipping. Great quality, fast shipping.",3,3,95,N,2023-10-25
CUST00149,PROD1,Keyboard,"Decent, but could be better.","Not as described, disappointed. Perfect! Will buy again.",4,15,12,N,2022-10-15
CUST00156,PROD10,Keyboard,"Great quality, fast shipping.","Decent, but could be better. Broke after one week.",5,10,52,N,2022-10-05
CUST00139,PROD2,Keyboard,Exactly what I needed!,Perfect! Will buy again. Perfect! Will buy again.,3,7,80,Y,2022-09-09
CUST00170,PROD7,Wireless Earbuds,Exactly what I needed!,"Not as described, disappointed. Exactly what I needed!",5,6,25,Y,2022-06-02
CUST00135,PROD6,Monitor Arm,Amazing product! Highly recommend!,"Decent, but could be better. Great quality, fast shipping.",5,10,13,N,2022-08-24
CUST00048,PROD5,Webcam,"Decent, but could be better.","Broke after one week. Works well, very satisfied.",5,3,37,Y,2022-10-21
CUST00176,PROD8,Wireless Earbuds,"Waste of money, poor quality.","Waste of money, poor quality. Great quality, fast shipping.",4,5,61,N,2022-03-07
CUST00082,PROD7,Screen Protector,"Waste of money, poor quality.","Decent, but could be better. Waste of money, poor quality.",4,4,30,Y,2023-08-24
CUST00066,PROD3,Screen Protector,"Waste of money, poor quality.","Exactly what I needed! Not as described, disappointed.",4,38,20,Y,2022-12-17
CUST00160,PROD8,Wireless Earbuds,"Works well, very satisfied.","Not as described, disappointed. Broke after one week.",3,44,49,Y,2023-09-21
CUST00058,PROD9,Mouse,Broke after one week.,Good value for money. Exactly what I needed!,4,26,20,N,2023-11-13
CUST00022,PROD7,Screen Protector,Good value for money.,"Exactly what I needed! Decent, but could be better.",5,32,64,Y,2022-09-06
CUST00103,PROD1,Mouse,Broke after one week.,"Amazing product! Highly recommend! Decent, but could be better.",5,7,79,N,2023-01-31
CUST00112,PROD2,Wireless Earbuds,"Decent, but could be better.","Decent, but could be better. Decent, but could be better.",1,45,43,Y,2022-04-03
CUST00046,PROD7,Webcam,Good value for money.,"Exactly what I needed! Works well, very satisfied.",4,25,10,Y,2022-10-06
CUST00049,PROD5,Phone Case,"Waste of money, poor quality.","Not as described, disappointed. Waste of money, poor quality.",4,2,26,N,2022-08-16
CUST00068,PROD7,Monitor Arm,"Waste of money, poor quality.",Good value for money. Perfect! Will buy again.,4,1,86,Y,2022-11-05
CUST00083,PROD7,Power Bank,Exactly what I needed!,"Great quality, fast shipping. Broke after one week.",5,32,47,Y,2022-12-04
CUST00108,PROD4,Wireless Earbuds,"Not as described, disappointed.","Broke after one week. Great quality, fast shipping.",2,47,33,Y,2023-01-13
CUST00092,PROD9,Wireless Earbuds,Exactly what I needed!,"Good value for money. Works well, very satisfied.",5,33,99,N,2022-10-04
CUST00019,PROD1,Mouse,Amazing product! Highly recommend!,"Works well, very satisfied. Good value for money.",3,50,98,N,2022-01-17
CUST00077,PROD1,Monitor Arm,"Waste of money, poor quality.","Broke after one week. Decent, but could be better.",4,21,27,Y,2023-04-11
CUST00080,PROD5,Power Bank,Amazing product! Highly recommend!,"Not as described, disappointed. Waste of money, poor quality.",5,43,43,Y,2022-04-09
CUST00153,PROD2,Keyboard,Exactly what I needed!,"Waste of money, poor quality. Great quality, fast shipping.",3,20,91,N,2023-06-07
CUST00159,PROD4,Screen Protector,Perfect! Will buy again.,"Exactly what I needed! Not as described, disappointed.",3,9,83,Y,2022-01-02
CUST00009,PROD4,Mouse,"Great quality, fast shipping.","Works well, very satisfied. Good value for money.",4,17,74,N,2023-02-08
CUST00064,PROD4,Monitor Arm,Exactly what I needed!,"Not as described, disappointed. Broke after one week.",4,18,76,Y,2022-10-29
CUST00189,PROD1,Monitor Arm,"Not as described, disappointed.","Great quality, fast shipping. Perfect! Will buy again.",4,16,69,Y,2022-10-13
CUST00110,PROD10,Screen Protector,Broke after one week.,"Waste of money, poor quality. Decent, but could be better.",4,48,70,N,2023-09-30
CUST00114,PROD4,Laptop Stand,"Not as described, disappointed.","Works well, very satisfied. Good value for money.",3,7,13,Y,2023-09-12
CUST00082,PROD2,Mouse,"Decent, but could be better.",Exactly what I needed! Perfect! Will buy again.,1,18,53,N,2022-04-19
CUST00078,PROD6,Webcam,Exactly what I needed!,"Works well, very satisfied. Exactly what I needed!",5,35,76,N,2022-01-02
CUST00136,PROD2,Webcam,Broke after one week.,Amazing product! Highly recommend! Broke after one week.,5,9,35,Y,2022-02-27
CUST00192,PROD2,Webcam,Broke after one week.,"Amazing product! Highly recommend! Not as described, disappointed.",5,4,47,Y,2022-11-09
CUST00011,PROD1,Monitor Arm,Amazing product! Highly recommend!,"Great quality, fast shipping. Works well, very satisfied.",2,0,81,Y,2022-10-27
CUST00001,PROD1,Wireless Earbuds,"Works well, very satisfied.",Exactly what I needed! Exactly what I needed!,4,26,4,N,2022-12-10
CUST00039,PROD2,Wireless Earbuds,"Waste of money, poor quality.","Amazing product! Highly recommend! Great quality, fast shipping.",3,7,9,N,2023-04-20
CUST00086,PROD2,Keyboard,Good value for money.,"Not as described, disappointed. Perfect! Will buy again.",2,38,63,N,2022-06-11
CUST00183,PROD8,Screen Protector,Amazing product! Highly recommend!,"Waste of money, poor quality. Not as described, disappointed.",5,11,41,Y,2022-10-09
CUST00085,PROD2,Wireless Earbuds,Amazing product! Highly recommend!,"Not as described, disappointed. Decent, but could be better.",4,1,90,N,2022-09-18
CUST00187,PROD2,Power Bank,"Decent, but could be better.","Broke after one week. Decent, but could be better.",3,49,79,N,2022-06-18
CUST00079,PROD4,Monitor Arm,"Not as described, disappointed.","Great quality, fast shipping. Works well, very satisfied.",3,26,3,Y,2022-09-26
CUST00025,PROD1,Power Bank,Exactly what I needed!,Amazing product! Highly recommend! Good value for money.,4,15,11,N,2023-09-12
CUST00090,PROD9,Mouse,"Waste of money, poor quality.","Broke after one week. Not as described, disappointed.",5,36,2,Y,2022-10-30
CUST00110,PROD1,Webcam,"Not as described, disappointed.","Waste of money, poor quality. Broke after one week.",5,23,46,Y,2022-11-11
CUST00124,PROD1,Webcam,Perfect! Will buy again.,"Decent, but could be better. Amazing product! Highly recommend!",5,26,57,N,2022-10-01
CUST00025,PROD5,Screen Protector,Good value for money.,"Not as described, disappointed. Great quality, fast shipping.",2,43,7,N,2022-11-03
CUST00104,PROD8,Laptop Stand,"Not as described, disappointed.","Decent, but could be better. Decent, but could be better.",3,20,31,N,2023-01-05
CUST00047,PROD5,Screen Protector,Broke after one week.,Perfect! Will buy again. Perfect! Will buy again.,5,42,46,N,2022-07-12
CUST00115,PROD8,Mouse,Perfect! Will buy again.,"Decent, but could be better. Waste of money, poor quality.",1,18,86,Y,2023-04-26
CUST00042,PROD1,Monitor Arm,Broke after one week.,"Amazing product! Highly recommend! Works well, very satisfied.",4,27,90,Y,2022-10-30
CUST00187,PROD8,Phone Case,"Not as described, disappointed.",Broke after one week. Exactly what I needed!,5,30,36,Y,2023-01-21
CUST00069,PROD3,Monitor Arm,"Works well, very satisfied.","Broke after one week. Works well, very satisfied.",4,1,99,N,2023-12-16
CUST00014,PROD6,Monitor Arm,Exactly what I needed!,"Not as described, disappointed. Waste of money, poor quality.",3,12,13,N,2023-12-11
CUST00104,PROD2,Wireless Earbuds,"Works well, very satisfied.","Good value for money. Waste of money, poor quality.",5,42,68,Y,2023-12-09
CUST00151,PROD9,Laptop Stand,"Works well, very satisfied.","Perfect! Will buy again. Not as described, disappointed.",4,15,58,Y,2022-07-22
CUST00054,PROD3,Keyboard,Broke after one week.,"Amazing product! Highly recommend! Works well, very satisfied.",5,21,39,N,2023-03-07
CUST00116,PROD1,Screen Protector,Amazing product! Highly recommend!,"Not as described, disappointed. Amazing product! Highly recommend!",3,8,100,Y,2022-10-21
CUST00109,PROD1,Laptop Stand,"Not as described, disappointed.",Amazing product! Highly recommend! Good value for money.,5,43,70,N,2022-07-09
CUST00096,PROD9,USB Cable,Amazing product! Highly recommend!,"Great quality, fast shipping. Exactly what I needed!",4,39,69,Y,2023-10-31
CUST00060,PROD5,Monitor Arm,"Works well, very satisfied.","Works well, very satisfied. Good value for money.",4,11,6,Y,2023-12-14
CUST00130,PROD6,Screen Protector,Amazing product! Highly recommend!,"Works well, very satisfied. Not as described, disappointed.",3,36,75,Y,2022-01-06
CUST00078,PROD7,Wireless Earbuds,"Decent, but could be better.",Exactly what I needed! Exactly what I needed!,4,2,89,Y,2022-06-28
CUST00102,PROD6,Screen Protector,Broke after one week.,"Perfect! Will buy again. Decent, but could be better.",4,35,41,Y,2022-06-16
CUST00010,PROD4,Monitor Arm,"Great quality, fast shipping.","Not as described, disappointed. Exactly what I needed!",3,26,69,N,2022-05-19
CUST00163,PROD10,USB Cable,"Works well, very satisfied.","Decent, but could be better. Amazing product! Highly recommend!",1,1,64,Y,2023-08-29
CUST00033,PROD4,Webcam,"Works well, very satisfied.",Perfect! Will buy again. Perfect! Will buy again.,3,34,4,N,2023-12-17
CUST00170,PROD10,Keyboard,"Decent, but could be better.","Great quality, fast shipping. Works well, very satisfied.",4,3,42,Y,2022-01-17
CUST00099,PROD9,Power Bank,"Works well, very satisfied.","Great quality, fast shipping. Works well, very satisfied.",3,47,3,Y,2022-11-25
CUST00100,PROD1,Monitor Arm,Broke after one week.,"Amazing product! Highly recommend! Works well, very satisfied.",4,31,39,N,2023-03-11
CUST00052,PROD5,Phone Case,"Decent, but could be better.","Great quality, fast shipping. Amazing product! Highly recommend!",3,15,12,Y,2023-01-03
CUST00073,PROD3,Monitor Arm,"Not as described, disappointed.",Perfect! Will buy again. Exactly what I needed!,5,37,89,Y,2023-04-17
CUST00148,PROD6,Mouse,Exactly what I needed!,"Great quality, fast shipping. Broke after one week.",5,23,50,N,2022-12-20
CUST00015,PROD6,Webcam,"Works well, very satisfied.","Not as described, disappointed. Waste of money, poor quality.",3,7,30,Y,2022-02-17
CUST00113,PROD9,Wireless Earbuds,"Waste of money, poor quality.","Great quality, fast shipping. Perfect! Will buy again.",3,0,55,Y,2023-06-10
CUST00170,PROD1,Laptop Stand,"Works well, very satisfied.",Exactly what I needed! Exactly what I needed!,4,28,55,Y,2022-05-23
CUST00141,PROD7,Monitor Arm,"Not as described, disappointed.","Great quality, fast shipping. Broke after one week.",1,21,96,Y,2023-11-23
CUST00194,PROD3,Power Bank,Broke after one week.,"Waste of money, poor quality. Perfect! Will buy again.",3,32,89,N,2022-06-06
CUST00117,PROD4,Keyboard,Broke after one week.,"Waste of money, poor quality. Decent, but could be better.",2,43,15,Y,2022-03-12
CUST00170,PROD5,Wireless Earbuds,"Great quality, fast shipping.","Good value for money. Great quality, fast shipping.",5,40,93,Y,2023-10-16
CUST00162,PROD3,Monitor Arm,Good value for money.,"Great quality, fast shipping. Perfect! Will buy again.",4,27,1,N,2023-05-26
CUST00124,PROD8,Monitor Arm,"Works well, very satisfied.",Broke after one week. Exactly what I needed!,2,13,19,Y,2022-11-17
CUST00167,PROD6,Power Bank,"Waste of money, poor quality.",Good value for money. Broke after one week.,1,11,72,N,2023-08-12
CUST00013,PROD9,Monitor Arm,Good value for money.,"Not as described, disappointed. Perfect! Will buy again.",5,36,66,Y,2023-01-17
CUST00181,PROD2,Phone Case,Perfect! Will buy again.,"Decent, but could be better. Great quality, fast shipping.",2,33,57,Y,2022-08-17
CUST00013,PROD7,Power Bank,"Works well, very satisfied.","Decent, but could be better. Good value for money.",4,11,53,N,2023-07-05
CUST00011,PROD1,Laptop Stand,Perfect! Will buy again.,"Not as described, disappointed. Great quality, fast shipping.",2,48,7,Y,2023-03-01
CUST00013,PROD4,Mouse,"Great quality, fast shipping.","Good value for money. Decent, but could be better.",3,24,10,N,2023-07-20
